"","fecha_lista","horario_aud","busyness","num_lista","junta","expediente","año","num_actores","emplazamiento","registro_actor","ficha_p_actora","ficha_p_dem","registro_p_actora","registro_p_dem2","calcu_p_actora","calcu_p_dem","aviso_conciliador","conciliadores","p_actor","p_ractor","p_dem","p_rdem","convenio","cantidad_convenio","cantidad_pagada_convenio","desistimiento","cantidad_desistimiento","observaciones","ea1_prob_pago","ea2_cantidad_pago","ea3_enojo","ea4_compra","ea5_estudios","ea6_trabaja","ea7_busca_trabajo","ea8_prob_pago_s","ea9_cantidad_pago_s","ed1_prob_pago","ed2_cantidad_pago","ed3_estabilidad","ed4_enojo","ed5_prob_pago_s","ed6_cantidad_pago_s","era1_prob_pago","era2_cantidad_pago","era3_litigios","era4_prob_pago_s","era5_cantidad_pago_s","erd1_prob_pago","erd2_cantidad_pago","erd3_litigios","erd4_prob_pago_s","erd5_cantidad_pago_s","corte_convenios_1","fichas_partes","registros_partes","calculadoras_partes","dummy_ficha_partes","dummy_registro_partes","dummy_calculadora_partes","asistio_p_actora","asistio_p_dem","asistieron_partes","tratamiento","convenio_desist","dummy_conv_corte","conciliador_maribel","conciliador_isaac","conciliador_ana","conciliador_marina","conciliador_agustin","conciliador_margarita","conciliador_higuera","conciliador_corral","conciliador_deyanira","conciliador_doctor","conciliador_cesar","conciliador_lupita","conciliador_karina","num_conciliadores","junta_2","junta_7","junta_9","junta_11","junta_16","notificado","update_prob_a","update_prob_ra","update_prob_rd","update_pago_a","update_pago_ra","update_pago_rd"
"897",2017-01-20,1899-12-31 09:00:00,23,4,11,2086,2016,"1","2","0","1","1","0","1","1","0","1","CORRAL; MARIBEL","0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,80,1e+05,4,80,1e+05,,2,1,1,1,1,1,1,0,1,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,,0,,,0
"898",2017-01-20,1899-12-31 09:00:00,23,5,11,2087,2016,"0",,"0","1","1","0","0","0","0","1",,"0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0,0,1,0,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"899",2017-01-20,1899-12-31 09:30:00,20,10,11,2080,2016,"1","2","0","1","0","0","0","1","0","0","CORRAL; MARIBEL","0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,1,0,1,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,,,,,
"900",2017-01-20,1899-12-31 09:30:00,20,11,11,2089,2016,"1","2","0","0","0","0","0","0","0","0","CORRAL; MARIBEL","0","0","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,,,,,
"901",2017-01-20,1899-12-31 09:30:00,20,13,11,2092,2016,"2","2","1","1","1","0","1","1","1","1","CORRAL; MARIBEL","2","1","0","2","1",16050,0,"0",0,"$7650 PARA UNA ACTORA Y $8400 PARA LA SEGUNDA",,,,,,,,,,,,,,,,,,,,,0,0,3,,,,2,1,2,1,1,1,1,1,2,1,1,"1",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,,,,,
"902",2017-01-20,1899-12-31 09:30:00,20,14,11,2093,2016,"1","1","1","1","1","1","0","1","0","1","CORRAL; MARIBEL","1","1","0","1","0",0,0,"0",0,,100,80000,3,0,2,0,1,100,80000,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,2,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,,,0,,
"903",2017-01-20,1899-12-31 09:30:00,20,15,11,2097,2016,"1","1","1","1","1","0","1","1","1","1","CORRAL; MARIBEL","1","1","0","1","1",8000,0,"0",0,,,,,,,,,,,,,,,,,,,,,,15,,4,,,,2,1,2,1,1,1,1,1,2,1,1,"1",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,,,,,,
"904",2017-01-20,1899-12-31 09:30:00,20,16,11,2099,2016,"1","2","1","1","0","1","0","0","0","0","CORRAL; MARIBEL","0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,95,120000,3,80,120000,,,,,,,1,1,0,1,1,0,1,0,1,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,-0.157894736842105,,,0,
"905",2017-01-20,1899-12-31 10:00:00,33,17,11,2094,2016,"1","1","0","1","1","1","1","1","1","1","CORRAL; MARIBEL","0","2","0","1","0",0,0,"0",0,,,,,,,,,,,,,,,,,70,90000,1,70,90000,10,2e+05,3,10,2e+05,,2,2,2,1,1,1,1,1,2,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,,0,0,,0,0
"906",2017-01-20,1899-12-31 10:00:00,33,18,11,2095,2016,"1","2","1","1","0","1","0","1","0","0","CORRAL; MARIBEL","0","1","0","2","0",0,0,"0",0,,100,50000,1,0,2,0,1,80,50000,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,-0.2,,,0,,
"907",2017-01-20,1899-12-31 10:00:00,33,19,11,2096,2016,"1","2","0","0","0","0","0","0","0","0","CORRAL; MARIBEL","0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,,,,,
"908",2017-01-20,1899-12-31 10:00:00,33,20,11,2102,2016,"1","2","0","1","1","0","0","1","1","1","CORRAL; MARIBEL","0","1","0","2","1",19200,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,0,1,1,1,2,1,1,"1",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,,,,,
"909",2017-01-20,1899-12-31 10:00:00,33,22,11,2105,2016,"1","2","0","1","1","1","1","1","1","1","CORRAL; MARIBEL","0","1","0","1","0",0,0,"0",0,,,,,,,,,,,,,,,,,80,30000,3,80,80000,50,50000,4,50,50000,,2,2,2,1,1,1,1,1,2,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,0,0,,1.66666666666667,0
"910",2017-01-20,1899-12-31 10:00:00,33,23,11,2107,2016,"1","1","0","1","1","0","0","0","1","1","CORRAL; MARIBEL","0","1","0","1","1",50000,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0,1,1,1,2,1,1,"1",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,,,,,,
"911",2017-01-20,1899-12-31 10:00:00,33,24,11,2109,2016,"1","1","1","1","1","1","0","1","1","1","CORRAL; MARIBEL","0","1","0","2","0",0,0,"0",0,,100,60000,1,0,3,1,0,100,60000,,,,,,,100,1e+05,4,100,1e+05,,,,,,,2,1,2,1,1,1,1,1,2,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,,0,0,
"912",2017-01-20,1899-12-31 10:30:00,18,25,11,2110,2016,"1","2","1","1","1","1","0","1","0","1","CORRAL; MARIBEL","1","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,90,80000,4,100,80000,,,,,,,2,1,1,1,1,1,1,0,1,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,0.111111111111111,,,0,
"913",2017-01-20,1899-12-31 10:30:00,18,28,11,2113,2016,"1","1","0","1","1","1","0","1","1","1","CORRAL; MARIBEL","0","1","0","2","0",0,0,"0",0,,,,,,,,,,,,,,,,,70,85000,4,70,85000,,,,,,,2,1,2,1,1,1,1,1,2,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,,0,,,0,
"914",2017-01-20,1899-12-31 10:30:00,18,29,11,2114,2016,"1","1","0","1","1","1","0","1","0","1","CORRAL; MARIBEL","1","1","0","1","0",0,0,"0",0,,,,,,,,,,,,,,,,,50,30000,1,50,38000,,,,,,,2,1,1,1,1,1,1,1,2,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,,0,,,0.266666666666667,
"915",2017-01-20,1899-12-31 10:30:00,18,31,11,2118,2016,"1","2","0","1","0","0","0","1","0","0","CORRAL; MARIBEL","0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,1,0,1,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,,,,,
"916",2017-01-20,1899-12-31 10:30:00,18,32,11,2119,2016,"1","2","0","1","0","0","0","1","0","0","CORRAL; MARIBEL","0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,1,0,1,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,,,,,
"917",2017-01-20,1899-12-31 11:00:00,25,33,11,2101,2016,"1","2","1","1","0","1","0","1","0","0","CORRAL; MARIBEL","0","1","0","0","0",0,0,"0",0,,50,40000,2,0,4,1,1,50,50000,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,1,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,,,0.25,,
"918",2017-01-20,1899-12-31 11:00:00,25,34,11,2103,2016,"1","2","0","1","0","1","0","1","0","0","CORRAL; MARIBEL","0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,50,50000,4,50,50000,,,,,,,1,1,1,1,1,1,1,0,1,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,0,,,0,
"919",2017-01-20,1899-12-31 11:00:00,25,35,11,2108,2016,"1","2","0","1","1","0","0","0","0","1","CORRAL; MARIBEL","0","0","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0,0,0,0,0,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,,,,,
"920",2017-01-20,1899-12-31 11:00:00,25,36,11,2120,2016,"1","2","0","1","0","0","0","1","0","0","CORRAL; MARIBEL","0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,1,0,1,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,,,,,
"921",2017-01-20,1899-12-31 11:00:00,25,37,11,2121,2016,"1","2","0","1","1","0","0","0","0","1","CORRAL; MARIBEL","0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,1,0,0,1,0,1,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,,,,,
"922",2017-01-20,1899-12-31 11:00:00,25,39,11,2123,2016,"4","1","0","1","1","0","0","1","0","1","CORRAL; MARIBEL","0","1","0","1","1",41500,0,"0",0,"PAGO A 4 ACTORES $10500 ; $11000 ; $13000 ; $7000",,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0,1,1,1,2,1,1,"1",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,,,,,,
"923",2017-01-20,1899-12-31 11:30:00,23,41,11,2117,2016,"1","1","0","1","1","0","1","1","1","1","CORRAL; MARIBEL","0","1","0","1","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,80,65000,4,80,65000,,2,1,2,1,1,1,1,1,2,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,,,0,,,0
"924",2017-01-20,1899-12-31 11:30:00,23,43,11,2126,2016,"0","2","0","1","0","1","0","0","0","0",,"1","2","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,90,1e+05,4,,,,,,,,,1,1,0,1,1,0,1,0,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"925",2017-01-20,1899-12-31 11:30:00,23,44,11,2127,2016,"1","2","0","1","0","0","0","1","0","0","CORRAL; MARIBEL","1","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,1,0,1,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,,,,,
"926",2017-01-20,1899-12-31 11:30:00,23,45,11,2128,2016,"1","2","0","0","1","0","0","0","1","0","CORRAL; MARIBEL","0","0","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,0,0,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,,,,,
"927",2017-01-20,1899-12-31 11:30:00,23,46,11,2129,2016,"1",,"0","1","0","0","0","0","0","0","CORRAL; MARIBEL","0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,0,1,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,,,,,
"928",2017-01-20,1899-12-31 12:00:00,13,50,11,2131,2016,"1","2","0","0","0","0","0","0","0","0","CORRAL; MARIBEL","0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,,,,,
"929",2017-01-20,1899-12-31 12:00:00,13,51,11,2134,2016,"1","2","1","1","0","0","0","0","0","0","CORRAL; MARIBEL","0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,0,1,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,,,,,
"930",2017-01-20,1899-12-31 12:00:00,13,53,11,2138,2016,"1","2","1","1","1","0","1","1","1","1","CORRAL; MARIBEL","1","1","0","1","1",135000,0,"0",0,,,,,,,,,,,,,,,,,,,,,,70,2e+05,3,,,,2,1,2,1,1,1,1,1,2,1,1,"1",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,,,,,
"931",2017-01-20,1899-12-31 12:00:00,13,55,11,2142,2016,"1","2","1","1","1","0","0","1","1","1","CORRAL; MARIBEL","1","1","0","2","1",21000,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,0,1,1,1,2,1,1,"1",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,,,,,
"932",2017-01-20,1899-12-31 12:00:00,13,56,11,2143,2016,"1","2","0","0","1","0","1","0","1","0","CORRAL; MARIBEL","0","0","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,80,30000,4,80,30000,,1,1,1,1,1,1,0,0,0,1,0,"0",1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,,,0,,,0
"933",2017-01-27,1899-12-31 09:00:00,19,1,11,2132,2016,"1","2","0","1","0","1","0","0","0","0",,"0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,100,1e+05,4,,,,,,,,,1,1,0,1,1,0,1,0,1,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"934",2017-01-27,1899-12-31 09:00:00,19,4,11,2144,2016,"1","2","0","0","1","0","0","0","1","0",,"0","0","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"935",2017-01-27,1899-12-31 09:00:00,19,8,11,2152,2016,"1","2","0","1","0","1","0","1","0","0",,"0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,90,80000,3,90,1e+05,,,,,,,1,1,1,1,1,1,1,0,1,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,0.25,
"936",2017-01-27,1899-12-31 09:30:00,17,9,11,2146,2016,"1","2","0","0","1","0","0","1","1","0",,"0","1","0","1","1",36000,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,1,0,1,1,1,2,1,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"937",2017-01-27,1899-12-31 09:30:00,17,10,11,2148,2016,"1","2","0","1","0","0","0","1","0","0",,"0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,1,0,1,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"938",2017-01-27,1899-12-31 09:30:00,17,11,11,2149,2016,"1","3","0","1","1","1","1","1","1","0",,"0","1","0","1","1",35000,0,"0",0,,,,,,,,,,,,,,,,,85,55000,3,85,50000,50,70000,1,,,,2,2,2,1,1,1,1,1,2,1,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,-0.0909090909090909,
"939",2017-01-27,1899-12-31 09:30:00,17,14,11,2157,2016,"1","2","0","0","1","0","0","1","1","0",,"0","0","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,1,0,1,0,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"940",2017-01-27,1899-12-31 09:30:00,17,16,11,2160,2016,"1","2","0","0","0","0","0","1","0","0",,"0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,1,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"941",2017-01-27,1899-12-31 10:00:00,28,17,11,2159,2016,"1","2","0","0","0","0","0","0","0","0",,"0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"942",2017-01-27,1899-12-31 10:00:00,28,18,11,2161,2016,"1","2","0","1","1","1","1","1","1","0",,"0","1","0","1","0",0,0,"0",0,,,,,,,,,,,,,,,,,100,130000,4,,,50,60000,4,50,,,2,2,2,1,1,1,1,1,2,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,,,
"943",2017-01-27,1899-12-31 10:00:00,28,19,11,2163,2016,"1","2","0","1","0","0","0","1","0","0",,"0","0","0","0","0",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,0,0,1,,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"944",2017-01-27,1899-12-31 10:00:00,28,20,11,2164,2016,"1","2","0","1","0","0","0","0","0","0",,"0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,0,1,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"945",2017-01-27,1899-12-31 10:00:00,28,21,11,2165,2016,"1","1","0","1","1","0","0","1","1","0",,"0","1","0","1","1",23000,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,0,1,1,1,2,1,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,
"946",2017-01-27,1899-12-31 10:00:00,28,22,11,2166,2016,"1","2","0","0","0","0","0","0","0","0",,"0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"947",2017-01-27,1899-12-31 10:00:00,28,23,11,2167,2016,"1","1","0","1","0","1","0","1","0","0",,"0","1","0","1","1",40000,0,"0",0,,,,,,,,,,,,,,,,,80,,3,,,,,,,,,1,1,1,1,1,1,1,1,2,1,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,
"948",2017-01-27,1899-12-31 10:00:00,28,24,11,2168,2016,"1","2","0","1","0","0","0","1","0","0",,"0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,1,0,1,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"949",2017-01-27,1899-12-31 10:30:00,15,28,11,2173,2016,"1","2","0","0","1","0","0","0","1","0",,"0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,1,0,1,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"950",2017-01-27,1899-12-31 10:30:00,15,29,11,2174,2016,"1","1","0","1","0","0","0","0","0","0",,"0","1","0","1","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,1,2,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,
"951",2017-01-27,1899-12-31 10:30:00,15,31,11,2177,2016,"1","1","0","0","1","0","0","0","1","0",,"1","1","0","1","1",39000,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,1,1,2,1,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,
"952",2017-01-27,1899-12-31 10:30:00,15,32,11,2178,2016,"1","2","0","1","1","0","0","1","1","0",,"0","1","0","1","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,1,0,1,1,1,2,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"953",2017-01-27,1899-12-31 11:00:00,25,33,11,2170,2016,"1","2","0","1","0","1","0","1","0","0",,"0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,50,,3,,,,,,,,,1,1,1,1,1,1,1,0,1,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"954",2017-01-27,1899-12-31 11:00:00,25,34,11,2179,2016,"1","2","1","1","0","0","0","1","0","0",,"1","0","0","0","0",0,0,"0",0,,70,20000,1,0,2,0,1,70,20000,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,1,0,1,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,
"955",2017-01-27,1899-12-31 11:00:00,25,35,11,2180,2016,"1","1","1","1","1","0","1","1","1","0",,"0","1","0","1","1",18500,0,"0",0,,100,12000,3,0,3,0,1,100,15000,,,,,,,,,,,,30,80000,4,,,,2,1,2,1,1,1,1,1,2,1,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0.25,,
"956",2017-01-27,1899-12-31 11:00:00,25,37,11,2182,2016,"1","1","0","0","0","0","0","0","0","0",,"0","0","0","0","0",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,
"957",2017-01-27,1899-12-31 11:00:00,25,38,11,2183,2016,"1","2","0","0","1","0","0","1","1","0",,"0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,1,0,1,1,0,1,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"958",2017-01-27,1899-12-31 11:00:00,25,39,11,2184,2016,"1","1","1","1","0","1","0","1","0","0",,"0","1","0","1","0",0,0,"0",0,,70,10000,1,0,4,0,1,,,,,,,,,50,40000,3,,,,,,,,,1,1,1,1,1,1,1,1,2,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,
"959",2017-01-27,1899-12-31 11:00:00,25,40,11,2185,2016,"1","1","0","0","1","0","1","1","1","0",,"0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,50,4e+05,4,,,,1,1,2,1,1,1,1,0,1,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,
"960",2017-01-27,1899-12-31 11:30:00,14,41,11,2186,2016,"1","2","0","1","1","1","1","1","1","0",,"0","0","0","0","0",,,"0",,,,,,,,,,,,,,,,,,90,1e+06,3,,,0,1e+05,4,50,,,2,2,2,1,1,1,0,0,0,1,,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Inf,,,
"961",2017-01-27,1899-12-31 11:30:00,14,42,11,2187,2016,"1","1","0","0","1","1","0","1","0","0",,"0","1","0","1","0",0,0,"0",0,,,,,,,,,,,,,,,,,50,2e+05,4,50,2e+05,,,,,,,1,1,1,1,1,1,1,1,2,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,,,0,
"962",2017-01-27,1899-12-31 11:30:00,14,48,11,2199,2016,"1","1","0","0","1","0","1","0","1","0",,"0","1","0","1","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,50,,4,,,,1,1,1,1,1,1,1,1,2,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,
"963",2017-01-27,1899-12-31 12:00:00,18,49,11,2194,2016,"1","1","0","0","0","0","0","0","0","0",,"0","0","0","0","0",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,
"964",2017-01-27,1899-12-31 12:00:00,18,50,11,2198,2016,"1","2","0","1","0","0","0","1","1","0",,"0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,1,0,1,1,0,1,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"965",2017-01-27,1899-12-31 12:00:00,18,51,11,2201,2016,"1","2","0","0","0","0","0","0","0","0",,"0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"966",2017-01-27,1899-12-31 12:00:00,18,52,11,2202,2016,"1","2","0","1","0","0","0","1","0","0",,"0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,1,0,1,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
"967",2017-01-27,1899-12-31 12:00:00,18,53,11,2203,2016,"1","2","0","0","0","0","0","0","0","0",,"0","1","0","0","0",0,0,"0",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
