"backup.tipo_de_abogado","backup.giro_empresa","backup.trab_base","backup.acci_on_principal","backup.causa","backup.sueldo_diario_integrado","backup.gen","backup.ano_nac","backup.horas","backup.reinstalacion_t","backup.indem_const_t","backup.sal_caidos_t","backup.rec_hr_extra","backup.rec_20_d_ias_t","backup.sarimssinfo","backup.modo_de_termino","backup.liq_total","backup.cod_imss","backup.antig_anos","backup.djuicio","backup.id","backup.menor.3.anos"
"1","2","0","2","0",70.02,"1",NA,50,"0","1","1","0","0","0","convenio",3500,"0",1.94246575342466,0.452054794520548,448,1
"0","2","1","2","0",666.666666666667,"1",NA,52.5,"0","1","1","1","0","0","convenio",18128,"0",1.4986301369863,0.205479452054795,449,1
"0","1","0","2","0",201.42,"0",NA,54,"0","1","1","0","0","1","desiste",0,"0",11.9397260273973,0.16986301369863,450,1
"0","6","0","2","0",183.61,"1",NA,63,"0","1","1","1","0","1","convenio",8500,"0",0.750684931506849,0.167123287671233,451,1
"0","1","0","2","0",400,"1",NA,55,"0","1","1","0","0","1","convenio",27250,"0",1.28767123287671,0.205479452054795,452,1
"1","3","0","2","0",174.19,"1",NA,40,"0","1","1","1","0","0","convenio",10000,"0",1.68493150684932,0.723287671232877,453,1
"0","5","0","2","0",206.66,"0",NA,50,"0","1","1","0","0","1","caducidad",0,"0",3.20547945205479,3.23561643835616,454,0
"1","1","0","1","0",156.98,"0",NA,63,"1","1","1","0","0","0","desiste",0,"0",1.63561643835616,0.142465753424658,455,1
"1","5","0","2","0",156.77,"0",NA,56,"0","1","1","0","0","1","desiste",0,"0",0.249315068493151,0.134246575342466,456,1
"0","5","0","2","0",500,"0",NA,60,"0","1","1","1","0","1",NA,NA,"0",2.44931506849315,NA,457,0
"0","5","0","2","0",500,"0",NA,60,"0","1","1","1","0","1",NA,NA,"0",8.2,NA,458,0
"0","5","0","2","0",500,"0",NA,60,"0","1","1","1","0","1",NA,NA,"0",22.1260273972603,NA,459,0
"0","5","0","2","0",500,"0",NA,60,"0","1","1","1","0","1",NA,NA,"0",2.78356164383562,NA,460,0
"1","1","0","2","0",175.69,"0",NA,NA,"0","1","1","0","0","0","convenio",5000,"0",2.18904109589041,0.191780821917808,461,1
"0","2","0","2","0",315,"0",NA,84,"0","1","1","1","0","0","convenio",5000,"0",7.2986301369863,0.454794520547945,462,1
"0","5","0","2","0",100,"1",NA,42.5,"0","1","1","0","0","0","desiste",0,"0",2.43287671232877,0.326027397260274,463,1
"0","3","0","2","0",884.448,"1",NA,50,"0","1","1","1","0","0","convenio",50000,"0",0.271232876712329,0.317808219178082,464,1
"0","6","0","2","0",160,"1",NA,60,"0","1","1","1","0","0","desiste",0,"0",1.48767123287671,0.178082191780822,465,1
"0","3","0","2","0",206.66,"0",NA,66,"0","1","1","1","1","1","convenio",10000,"0",4.73698630136986,0.180821917808219,466,1
"0","3","0","1","0",7517.72427777778,"1",NA,60,"1","0","1","1","0","1","convenio",380000,"0",2.41643835616438,0.961643835616438,467,1
"0","3","0","1","0",843.333333333333,"0",NA,55,"1","1","1","1","0","1","convenio",230000,"0",0.950684931506849,1.18630136986301,468,1
"0","5","0","2","0",90,"1",NA,60,"0","1","1","1","0","0","convenio",5000,"0",0.594520547945205,0.517808219178082,469,1
"0","6","0","1","0",233.333333333333,"0",NA,54,"1","0","1","0","0","0","convenio",7000,"0",2.07123287671233,0.282191780821918,470,1
"0","2","0","1","0",491,"1",NA,44,"1","0","1","0","0","1","desiste",0,"0",8.07123287671233,2.43013698630137,471,1
"1","3","0","2","0",209.3,"1",NA,45,"0","1","1","0","0","0","caducidad",0,"0",0.158904109589041,2.36438356164384,472,1
"0","7","0","2","0",397.14,"1",NA,77,"0","1","1","1","1","1","convenio",15000,"0",3.93972602739726,0.227397260273973,473,1
"0","10","0","1","0",438.48,"1",NA,48,"1","1","1","1","1","1","convenio",23500,"0",1.02739726027397,0.397260273972603,474,1
"0","1","1","2","0",64.2856666666667,"1",NA,60,"0","1","1","1","0","1","convenio",30000,"0",33.0328767123288,1.61095890410959,475,1
"0","2","0","1","0",600,"0",NA,60,"1","0","1","1","0","1","desiste",0,"0",6.61095890410959,1.12328767123288,476,1
"0","3","0","2","0",332.27,"0",NA,43,"0","1","1","0","0","1","caducidad",0,"0",1.41095890410959,2.22739726027397,477,1
"0","6","0","1","0",266.666666666667,"1",NA,66,"1","1","1","1","1","1","convenio",11000,"0",1.75890410958904,0.578082191780822,478,1
"1","3","0","2","0",348.39,"0",NA,60,"0","1","1","0","0","0","convenio",12500,"0",0.432876712328767,1.88219178082192,479,1
"0","6","1","2","0",558.54,"0",NA,60,"0","1","1","1","0","1","desiste",0,"0",2.33150684931507,1.19178082191781,480,1
"0","2","0","2","0",214.28,"1",NA,53,"0","1","1","0","0","1","caducidad",0,"0",0.958904109589041,3.19452054794521,481,0
"0","2","1","2","0",600,"0",NA,60,"0","1","1","1","0","1","convenio",11000,"0",1.27671232876712,0.473972602739726,482,1
"0","3","0","2","0",393.396666666667,"1",NA,60,"0","1","1","1","0","0","convenio",20000,"0",0.610958904109589,0.161643835616438,483,1
"1","1","0","2","0",191.51,"0",NA,52,"0","1","0","0","0","0","convenio",22000,"0",5.01917808219178,2.22465753424658,484,1
"1","1","0","2","0",65.14,"0",NA,57,"0","1","1","0","0","0","convenio",5000,"0",0.810958904109589,0.224657534246575,485,1
"0","5","0","1","0",329.95,"0",NA,72,"1","1","1","1","0","0","convenio",18000,"0",7.71232876712329,2.09041095890411,486,1
"0","2","0","2","0",439.116666666667,"0",NA,52.5,"0","1","1","1","0","1","convenio",30000,"0",3.47671232876712,2.86575342465753,487,1
"0","1","0","2","0",357.142857142857,"0",NA,60,"0","1","1","1","0","0","desiste",0,"0",3.11506849315069,1.41917808219178,488,1
"0","1","0","1","0",600,"0",NA,60,"1","0","1","1","0","1","convenio",10000,"0",0.635616438356164,0.679452054794521,489,1
"0","5","0","2","0",554.314285714286,"0",NA,65,"0","1","1","1","0","1","convenio",9000,"0",0.6,1.17534246575342,490,1
"0","1","0","2","0",233,"0",NA,72,"0","1","1","1","0","0","convenio",30000,"0",4.98630136986301,0.506849315068493,491,1
"0","7","0","2","0",666.666666666667,"0",NA,84,"0","1","1","1","0","1","desiste",0,"0",26.958904109589,1.82191780821918,492,1
"1","7","0","2","0",68.28,"1",NA,42,"0","1","1","0","0","0","convenio",5000,"0",3.81643835616438,1.22739726027397,493,1
"1","3","0","2","0",66.6,"0",NA,45,"0","1","1","0","0","0","caducidad",0,"0",0.736986301369863,0.13972602739726,494,1
"0","3","0","2","0",135.278,"1",NA,78,"0","1","1","1","0","1",NA,NA,"0",1.73972602739726,NA,495,0
"0","3","0","2","0",135.47,"0",NA,78,"0","1","1","1","0","1",NA,NA,"0",0.884931506849315,NA,496,0
"0","3","0","2","0",135.778,"0",NA,78,"0","1","1","1","0","1",NA,NA,"0",1.4,NA,497,0
"0","1","0","2","0",533.333333333333,"1",NA,60,"0","1","1","1","0","0","convenio",7000,"0",3.67123287671233,0.550684931506849,498,1
"0","10","0","2","0",1977,"0",NA,60,"0","1","1","1","1","1","desiste",0,"0",5.54246575342466,0.923287671232877,499,1
"1","3","0","2","0",104.52,"0",NA,36,"0","1","1","0","0","0","caducidad",0,"0",0.931506849315068,2.60821917808219,500,1
"1","3","0","2","0",348.39,"0",NA,50,"0","1","1","0","0","0","convenio",19000,"0",0.517808219178082,0.476712328767123,501,1
"0","2","0","2","0",257.142857142857,"0",NA,54,"0","1","1","1","0","0","convenio",12000,"0",0.961643835616438,1.85479452054795,502,1
"1","5","0","2","0",179.14,"0",NA,60,"0","1","1","1","0","0","convenio",5000,"0",0.550684931506849,0.780821917808219,503,1
"1","3","0","2","0",123.53,"1",NA,35,"0","1","1","0","0","0","convenio",7600,"0",1.11506849315068,0.53972602739726,504,1
"1","1","0","2","0",209.04,"0",NA,57,"0","1","1","1","0","0","desiste",0,"0",0.257534246575342,0.180821917808219,505,1
"0","3","0","2","0",286.67,"0",NA,30,"0","1","1","1","0","1","convenio",10000,"0",0.501369863013699,0.287671232876712,506,1
"0","3","0","2","0",333.333333333333,"0",NA,72,"0","1","1","0","0","0","desiste",0,"0",3.74246575342466,0.254794520547945,507,1
"0","2","0","2","0",103.56,"1",NA,25,"0","1","1","0","0","1","desiste",0,"0",4.45205479452055,0.747945205479452,508,1
"0","3","0","2","0",524.78,"1",NA,60,"0","1","1","1","0","1","convenio",15000,"0",0.810958904109589,1.62739726027397,509,1
"0","2","0","2","0",433.333333333333,"1",NA,72,"0","1","1","1","0","0","desiste",0,"0",1.66027397260274,1.03561643835616,510,1
"0","2","0","2","0",71.78,"1",NA,20,"0","1","1","0","0","0","convenio",20000,"0",4.38904109589041,0.747945205479452,511,1
"1","1","0","2","0",174.29,"1",NA,40,"0","1","1","0","0","0","desiste",0,"0",0.6,1.44657534246575,512,1
"0","1","0","2","0",90,"0",NA,84,"0","1","1","1","0","1","desiste",0,"0",1.28493150684932,1.91506849315068,513,1
"0","1","0","2","0",180,"1",NA,60,"0","1","1","1","0","1","desiste",0,"0",2.67123287671233,0.246575342465753,514,1
"0","1","0","2","0",257.142857142857,"0",NA,60,"0","1","1","1","0","1","caducidad",0,"0",0.350684931506849,1.31780821917808,515,1
"0","2","0","1","0",203.22,"1",NA,72,"1","1","1","1","1","1","convenio",21000,"0",1.32054794520548,0.424657534246575,516,1
"0","1","0","2","0",250,"0",NA,84,"0","1","1","1","0","1","caducidad",0,"0",4.05479452054795,3.41917808219178,517,0
"0","3","0","2","0",187.95,"1",NA,80.5,"0","1","1","1","0","1","convenio",15000,"0",2.31780821917808,0.501369863013699,518,1
"0","1","0","2","0",1000,"0",NA,58,"0","1","1","1","0","1","convenio",63000,"0",0.605479452054794,0.334246575342466,519,1
"0","1","0","2","0",357.14,"0",NA,58,"0","1","1","1","0","1","convenio",21000,"0",0.4,0.334246575342466,520,1
"0","2","0","1","0",200,"0",NA,45,"1","0","1","0","0","0","convenio",10000,"0",2.64383561643836,0.46027397260274,521,1
"0","2","0","2","0",56.01,"0",NA,56,"0","1","1","0","0","0","convenio",12500,"0",10.7452054794521,1.84931506849315,522,1
"0","2","0","2","0",416.666666666667,"1",NA,78,"0","1","1","1","0","1","convenio",45000,"0",0.189041095890411,1.28219178082192,523,1
"0","6","0","2","0",210,"1",NA,45,"0","1","1","0","0","1","convenio",50000,"0",3.98904109589041,2.19178082191781,524,1
"0","6","0","2","0",250,"1",NA,48,"0","1","1","1","0","0",NA,NA,"0",1.07397260273973,NA,525,0
"1","3","0","2","0",62.51,"1",NA,36,"0","1","1","0","0","0","convenio",5000,"0",0.608219178082192,1.17534246575342,526,1
"0","1","0","2","0",200,"0",NA,72,"0","1","1","1","0","1","convenio",8827,"0",2.34520547945205,0.493150684931507,527,1
"0","7","0","2","0",1600,"0",NA,66,"0","1","1","1","0","0","desiste",0,"0",1.61369863013699,3.76438356164384,528,0
"0","3","0","2","0",400,"1",NA,60,"0","1","1","1","0","1","convenio",10500,"0",1.32328767123288,0.498630136986301,529,1
"0","1","0","2","0",194.58,"1",NA,66,"0","1","1","1","0","0","convenio",11000,"0",0.693150684931507,0.701369863013699,530,1
"0","1","0","2","0",500,"0",NA,72,"0","1","1","1","0","0","desiste",0,"0",0.0301369863013699,0.0164383561643836,531,1
"1","2","0","1","0",357.97,"1",NA,69,"1","0","1","0","0","1",NA,NA,"0",10.772602739726,NA,532,0
"0","1","0","2","0",266.67,"1",NA,72,"0","1","1","1","0","0","convenio",6000,"0",0.704109589041096,0.449315068493151,533,1
"0","2","0","2","0",195.28,"0",NA,66,"0","1","1","1","0","1","convenio",5000,"0",1.13150684931507,1.3041095890411,534,1
"0","5","0","2","0",100,"0",NA,60,"0","1","1","1","0","0","desiste",0,"0",0.213698630136986,0.375342465753425,535,1
"1","3","0","2","0",282.2,"0",NA,54,"0","1","1","0","0","0","desiste",0,"0",0.545205479452055,3.62465753424658,536,0
"0","3","1","2","0",731.03,"1",NA,78,"0","1","1","1","0","1","convenio",45000,"0",0.405479452054795,1.84931506849315,537,1
"0","5","0","1","0",440,"0",NA,96,"1","1","1","1","1","1","desiste",0,"0",15.6246575342466,0.747945205479452,538,1
"0","7","0","1","0",160.02,"0",NA,56,"1","1","1","0","1","1","convenio",11000,"0",0.00273972602739726,1.86575342465753,539,1
"0","3","0","2","0",153.44,"0",NA,60,"0","1","1","1","0","1","convenio",4000,"0",0.717808219178082,0.619178082191781,540,1
"0","6","0","2","0",166.67,"1",NA,56,"0","1","1","1","0","0","convenio",6000,"0",0.249315068493151,1.14246575342466,541,1
"0","7","0","2","0",733.33,"1",NA,48,"0","1","1","1","0","0","convenio",64000,"0",4.59178082191781,2.59178082191781,542,1
"1","3","0","2","0",245.41,"1",NA,46,"0","1","1","1","0","0","convenio",18000,"0",0.421917808219178,0.786301369863014,543,1
"1","3","0","2","0",89.53,"0",NA,59.5,"0","1","1","0","0","0","convenio",4000,"0",0.0821917808219178,0.517808219178082,544,1
"1","3","0","1","0",295.57,"1",NA,47.5,"1","1","1","0","0","0","convenio",5000,"0",0.49041095890411,2.93972602739726,545,1
"0","1","0","2","0",301.35,"0",NA,72,"0","1","1","1","0","1",NA,NA,"0",0.665753424657534,NA,546,0
"0","1","0","2","0",301.35,"0",NA,72,"0","1","1","1","0","1",NA,NA,"0",0.704109589041096,NA,547,0
"0","1","0","2","0",301.35,"0",NA,72,"0","1","1","1","0","1",NA,NA,"0",0.857534246575342,NA,548,0
"1","3","1","2","0",2091.66,"1",NA,47.5,"0","1","1","0","0","0","desiste",17500,"0",0.947945205479452,0.128767123287671,549,1
"0","3","0","2","0",450,"0",NA,84,"0","1","1","1","0","1","convenio",17500,"0",7.56164383561644,0.265753424657534,550,1
"0","3","0","1","0",569.61,"0",NA,77,"1","0","1","1","0","1","convenio",75000,"0",1.8,2.97808219178082,551,1
"0","6","0","1","0",300.62,"0",NA,60,"1","1","1","1","1","0","convenio",32500,"0",1,2.82465753424658,552,1
"0","10","0","2","0",1000,"1",NA,60,"0","1","1","1","0","1","convenio",42000,"0",0.676712328767123,1.43561643835616,553,1
"1","3","0","2","0",156.98,"1",NA,45,"0","1","1","0","0","0","desiste",0,"0",1.27397260273973,0.665753424657534,554,1
"0","3","0","2","0",263.333,"1",NA,51,"0","1","1","1","0","1","desiste",0,"0",0.989041095890411,0.613698630136986,555,1
"0","8","0","1","0",890,"0",NA,78,"1","1","1","1","1","1","convenio",130000,"0",13.6082191780822,1.08219178082192,556,1
"0","4","0","1","0",437.42,"0",NA,66,"1","0","1","1","0","0","convenio",10000,"0",3.07123287671233,0.849315068493151,557,1
"0","2","0","2","0",316.54,"1",NA,54,"0","1","1","1","0","0","convenio",7600,"0",1.13424657534247,0.504109589041096,558,1
"0","1","0","1","0",689.14,"1",NA,60,"1","0","1","1","0","1","caducidad",0,"0",4.42191780821918,1.61095890410959,559,1
"1","3","1","2","0",165.68,"1",NA,40,"0","1","1","0","0","0","convenio",19000,"0",20.7890410958904,1.44109589041096,560,1
"0","1","0","2","0",116.66,"1",NA,57,"0","1","1","1","0","0","convenio",24000,"0",14.6027397260274,0.86027397260274,561,1
"1","2","0","2","0",226.45,"1",NA,50,"0","1","1","1","0","0","convenio",22227.79,"0",1.64383561643836,0.520547945205479,562,1
"0","3","0","2","0",460.152666666667,"0",NA,48,"0","1","1","0","0","0","convenio",35000,"0",1.58082191780822,1.25205479452055,563,1
"0","3","1","2","0",1533.33,"1",NA,60,"0","1","1","1","0","1","convenio",17000,"0",1.52054794520548,1.26301369863014,564,1
"1","3","0","2","0",129.74,"1",NA,42,"0","1","1","0","0","0","desiste",0,"0",0.920547945205479,0.53972602739726,565,1
"0","1","0","2","0",144.77,"0",NA,66,"0","1","1","0","0","0","desiste",0,"0",17.3753424657534,1.46027397260274,566,1
"1","1","0","2","0",209.03,"1",NA,48,"0","1","1","0","0","0","convenio",15500,"0",1.37808219178082,0.53972602739726,567,1
"0","1","0","2","0",761.35,"0",NA,57,"0","1","1","1","0","0","convenio",145000,"0",4.65479452054795,2.07123287671233,568,1
"1","1","0","2","0",277.76,"0",NA,84,"0","1","1","0","0","0","desiste",0,"0",5.96986301369863,0.010958904109589,569,1
"0","3","0","2","0",400,"1",NA,72,"0","1","1","1","0","1","convenio",15000,"0",2.46301369863014,0.205479452054795,570,1
"0","5","0","1","0",200,"0",NA,60,"1","1","1","1","1","1","convenio",22500,"0",3.24657534246575,0.578082191780822,571,1
"0","1","0","2","0",450,"0",NA,72,"0","1","1","1","0","1","convenio",12500,"0",3.46575342465753,0.186301369863014,572,1
"0","1","0","1","0",746.52,"0",NA,70,"1","1","1","1","1","1","desiste",0,"0",2.00821917808219,1.55068493150685,573,1
"0","1","0","1","0",330.61,"0",NA,66,"1","1","1","1","1","1","convenio",50000,"0",4.95616438356164,1.76438356164384,574,1
"0","1","0","1","0",434.29,"0",NA,66,"1","1","1","1","1","0","desiste",0,"0",1.17534246575342,0.46027397260274,575,1
"0","4","0","2","0",209.3,"0",NA,47.5,"0","1","1","1","0","0","convenio",10000,"0",2.32328767123288,0.887671232876712,576,1
"1","1","0","2","0",147.81,"1",NA,24,"0","1","1","1","0","1","convenio",8000,"0",0.194520547945205,0.868493150684931,577,1
"0","1","0","1","0",300.53,"1",NA,62,"1","1","1","1","0","0","convenio",34000,"0",10.5643835616438,0.238356164383562,578,1
"0","2","0","2","0",330.33,"0",NA,60,"0","1","1","1","1","1","convenio",8500,"0",0.00273972602739726,0.882191780821918,579,1
"0","3","0","2","0",171.42,"1",NA,63,"0","1","1","1","0","0","convenio",25000,"0",0.427397260273973,0.158904109589041,580,1
"0","1","0","2","0",116.66,"1",NA,60,"0","1","1","1","0","1","convenio",6500,"0",1.78630136986301,1.22739726027397,581,1
"0","11","0","1","0",534,"1",NA,60,"1","0","0","1","1","0","convenio",118359,"0",16.7369863013699,0.0383561643835616,582,1
"0","1","0","2","0",326.66,"1",NA,60,"0","1","1","1","0","1","desiste",0,"0",0.33972602739726,2.05479452054795,583,1
"0","2","1","2","0",2973.58,"0",NA,65,"0","1","1","1","1","0","convenio",100000,"0",8.05753424657534,0.978082191780822,584,1
"1","2","0","2","0",303.72,"1",NA,55,"0","1","1","0","0","0","convenio",16250,"0",1.25205479452055,1.00547945205479,585,1
"1","1","0","2","0",157.59,"0",NA,45,"0","1","1","0","0","0","convenio",10000,"0",4.47123287671233,0.13972602739726,586,1
"0","3","0","1","0",302.19,"1",NA,48,"1","1","1","0","1","1","convenio",8500,"0",6.44931506849315,1.15616438356164,587,1
"0","11","0","1","0",25132.73,"0",NA,48,"1","1","1","1","0","0","desiste",0,"0",1.67397260273973,1.51780821917808,588,1
"0","4","0","2","0",321.42,"0",NA,55,"0","1","1","1","1","0","convenio",27000,"0",3.38904109589041,0.29041095890411,589,1
"0","11","0","2","0",346.42,"1",NA,77,"0","1","1","1","1","1","convenio",6000,"0",1.37260273972603,0.287671232876712,590,1
"0","7","0","2","0",267.33,"1",NA,45,"0","1","1","1","1","1","convenio",26000,"0",6.69041095890411,0.208219178082192,591,1
"0","2","0","2","0",280,"1",NA,60,"0","1","1","1","0","0","convenio",17000,"0",3.78356164383562,4.24383561643836,592,0
"0","5","0","1","0",347.57,"0",NA,66,"1","1","1","1","1","0","convenio",18000,"0",5.03287671232877,2.07397260273973,593,1
"1","1","0","2","0",209.04,"0",NA,35,"0","1","1","0","0","0","desiste",0,"0",0.010958904109589,0.561643835616438,594,1
"0","4","0","1","0",266.66,"1",NA,NA,"1","1","1","1","1","0","desiste",0,"0",0.156164383561644,0.134246575342466,595,1
"1","1","0","2","0",149.3,"0",NA,57,"0","1","1","0","0","0","desiste",0,"0",3.74794520547945,0.854794520547945,596,1
"1","3","0","2","0",910.19,"0",NA,50,"0","1","1","0","0","0","convenio",70000,"0",1.2027397260274,0.589041095890411,597,1
"0","4","0","2","0",740.17,"1",NA,45,"0","1","1","1","0","0","convenio",70000,"0",23.8438356164384,0.180821917808219,598,1
"1","3","0","2","0",240.39,"1",NA,32,"0","1","1","0","0","1","convenio",4000,"0",0.101369863013699,0.950684931506849,599,1
"0","5","0","2","0",194,"1",NA,48,"0","1","1","0","0","0","desiste",0,"0",6.81917808219178,0.947945205479452,600,1
"0","1","0","2","0",316.66,"1",NA,72,"0","1","1","1","0","0","convenio",6500,"0",0.2,0.156164383561644,601,1
"0","1","0","2","0",560,"0",NA,50,"0","1","1","1","0","1","caducidad",0,"0",1.26027397260274,1.69041095890411,602,1
"0","3","0","1","0",596.68,"0",NA,47.5,"1","1","1","1","1","1","caducidad",0,"0",4.16712328767123,0.942465753424658,603,1
"0","1","0","2","0",197.92,"0",NA,54,"0","1","1","1","0","0","convenio",28000,"0",12.6602739726027,1.87123287671233,604,1
"1","1","0","2","0",98.75,"1",NA,54,"0","1","1","0","0","0","desiste",0,"0",5.46027397260274,0.161643835616438,605,1
"0","11","0","1","0",1210.98,"0",NA,NA,"1","1","1","0","0","1","convenio",250000,"0",2.78630136986301,0.758904109589041,606,1
"0","5","0","1","0",347.57,"0",NA,66,"1","1","1","1","1","1","convenio",18000,"0",3.50684931506849,2.05753424657534,607,1
"0","3","0","2","0",192.13,"0",NA,60,"0","1","1","1","0","1","convenio",15000,"0",1.33424657534247,0.712328767123288,608,1
"0","1","0","2","0",500,"1",NA,60,"0","1","1","1","0","1","convenio",25000,"0",3.3013698630137,1.58082191780822,609,1
"0","1","0","2","0",209,"0",NA,72,"0","1","1","1","1","1","convenio",20000,"0",0.726027397260274,0.920547945205479,610,1
"0","1","0","1","0",412.43,"0",NA,60,"1","0","1","1","0","1","convenio",25000,"0",1.10684931506849,0.583561643835616,611,1
"0","1","0","1","0",1970.42,"1",NA,72,"1","0","1","1","0","1","convenio",250000,"0",7.29315068493151,1.34520547945205,612,1
"0","5","0","1","0",598.21,"0",NA,57,"1","0","1","1","0","1","caducidad",0,"0",0.0657534246575342,1.97260273972603,613,1
"0","1","0","1","0",2200,"0",NA,66,"1","0","1","1","0","1","desiste",0,"0",0.972602739726027,0.635616438356164,614,1
"0","5","0","2","0",857.14,"0",NA,67.5,"0","1","1","0","0","1","convenio",50000,"0",1.14246575342466,0.213698630136986,615,1
"1","1","0","2","0",156.77,"0",NA,66,"0","1","1","0","0","0","desiste",0,"0",3.91232876712329,0.23013698630137,616,1
"0","1","0","2","0",833.33,"1",NA,60,"0","1","1","0","0","0","desiste",0,"0",3.6986301369863,0.402739726027397,617,1
"0","7","0","2","0",153.333333333333,"0",NA,59,"0","1","1","0","0","0","desiste",0,"0",1.32876712328767,0.238356164383562,618,1
"0","3","0","2","0",233.33,"0",NA,54,"0","1","1","0","1","0","desiste",0,"0",0.901369863013699,0.249315068493151,619,1
"0","5","0","1","0",400,"0",NA,NA,"1","0","1","0","0","1","desiste",0,"0",10.2109589041096,0.128767123287671,620,1
"0","2","0","2","0",350,"0",NA,62,"0","1","1","1","0","1","desiste",0,"0",0.791780821917808,0.0438356164383562,621,1
"0","2","0","2","0",266.666666666667,"0",NA,60,"0","1","1","1","0","1",NA,NA,"0",0.835616438356164,NA,622,0
"0","2","0","2","0",200,"0",NA,60,"0","1","1","1","0","1",NA,NA,"0",1.06301369863014,NA,623,0
"0","5","0","2","0",380,"0",NA,72,"0","1","1","1","0","0","convenio",16000,"0",2.30684931506849,0.93972602739726,624,1
"0","1","0","2","0",253.333333333333,"0",NA,57,"0","1","1","1","1","0","convenio",28000,"0",0.728767123287671,3.05753424657534,625,0
"0","1","0","2","0",233.333333333333,"0",NA,78,"0","1","1","1","0","1","convenio",8500,"0",2.27671232876712,1.83013698630137,626,1
"0","2","0","2","0",514.66,"1",NA,60,"0","1","1","0","0","1","convenio",10000,"0",1.37534246575342,0.402739726027397,627,1
"0","1","0","2","0",481.49,"0",NA,50,"0","1","1","1","0","0","convenio",40000,"0",0.194520547945205,0.438356164383562,628,1
"0","5","0","2","0",571.42,"0",NA,91,"0","1","1","1","0","0",NA,NA,"0",12.8821917808219,NA,629,0
"0","5","0","2","0",571.42,"0",NA,91,"0","1","1","1","0","0",NA,NA,"0",3.37808219178082,NA,630,0
"0","5","0","2","0",571.42,"0",NA,91,"0","1","1","1","0","0",NA,NA,"0",2.67671232876712,NA,631,0
"0","1","0","2","0",150,"0",NA,57.5,"0","1","1","1","0","0","convenio",40000,"0",0.0301369863013699,0.386301369863014,632,1
"0","6","0","1","0",302.27,"0",NA,60,"1","0","1","0","0","0","desiste",0,"0",4.2986301369863,0.153424657534247,633,1
"1","1","0","2","0",418.7,"0",NA,63,"0","1","1","0","0","1","caducidad",0,"0",0.178082191780822,1.52054794520548,634,1
"1","2","1","2","0",293.38,"0",NA,62.5,"0","1","1","0","0","0","convenio",39143.9,"0",4.01917808219178,0.545205479452055,635,1
"1","6","0","2","0",173.5,"0",NA,60,"0","1","1","0","0","0","desiste",0,"0",0.0794520547945206,0.16986301369863,636,1
"0","1","0","2","0",100,"0",NA,50,"0","1","1","1","1","0","convenio",18000,"0",13.6219178082192,2.01917808219178,637,1
"0","9","0","2","0",714.28,"0",NA,60,"0","1","1","1","0","1","desiste",0,"0",1.55616438356164,0.153424657534247,638,1
"0","2","0","2","0",300,"1",NA,60,"0","1","1","1","0","1","convenio",12000,"0",1.45753424657534,0.66027397260274,639,1
"0","6","0","2","0",174.19,"0",NA,60,"0","1","1","1","0","1","desiste",0,"0",0.254794520547945,1.68767123287671,640,1
"0","1","0","2","0",396,"1",NA,66,"0","1","1","1","0","1","convenio",11000,"0",3.05479452054795,0.706849315068493,641,1
"0","2","1","1","0",1086.66,"0",NA,39,"1","0","1","0","0","0","desiste",0,"0",0.405479452054795,0.241095890410959,642,1
"0","3","0","2","0",196,"0",NA,40,"0","1","0","0","0","0","convenio",24000,"0",4.85205479452055,0.282191780821918,643,1
"0","2","0","2","0",103.175333333333,"0",NA,60,"0","1","1","1","0","1","convenio",45000,"0",2.3972602739726,0.86027397260274,644,1
"0","7","0","1","0",366.66,"1",NA,72,"1","0","1","1","0","0","desiste",0,"0",2.6027397260274,0.706849315068493,645,1
"0","2","0","2","0",577.95,"0",NA,66,"0","1","1","1","0","0","convenio",100221.32,"0",17.2630136986301,0.780821917808219,646,1
"0","1","0","2","0",283.33,"0",NA,84,"0","1","1","1","0","0","desiste",0,"0",1.35342465753425,0.764383561643836,647,1
"0","6","0","1","0",200,"0",NA,60,"1","0","1","1","1","1","convenio",6000,"0",0.96986301369863,0.172602739726027,648,1
"0","1","0","1","0",394.58,"0",NA,55,"1","0","1","0","0","0","convenio",12000,"0",1.0027397260274,1.55068493150685,649,1
"0","3","0","2","0",285.71,"0",NA,109,"0","1","1","1","0","1","caducidad",0,"0",0.336986301369863,1.12602739726027,650,1
"0","11","0","2","0",383.52,"0",NA,78,"0","1","1","1","0","0","convenio",10382,"0",4.55342465753425,0.958904109589041,651,1
"0","1","0","2","0",143,"1",NA,36,"0","1","1","0","0","0","convenio",5500,"0",2.0027397260274,0.536986301369863,652,1
"0","2","0","2","0",202.37,"1",NA,58.5,"0","1","1","1","0","0","caducidad",0,"0",6.47123287671233,2.92054794520548,653,1
"0","1","0","2","0",360.006,"0",NA,84,"0","1","1","1","0","0","convenio",30000,"0",2.10684931506849,2.80821917808219,654,1
"1","3","0","2","0",354.96,"1",NA,42.5,"0","1","1","0","0","0","convenio",12000,"0",3.20821917808219,0.926027397260274,655,1
"1","3","0","2","0",117.98,"1",NA,48,"0","1","1","0","0","0","convenio",14062,"0",4.45753424657534,0.561643835616438,656,1
"0","2","1","2","0",666.66,"0",NA,60,"0","1","1","1","0","0","convenio",14000,"0",0.96986301369863,0.432876712328767,657,1
"0","1","0","2","0",130.13,"0",NA,78,"0","1","1","1","0","0","convenio",5000,"0",1.37534246575342,0.561643835616438,658,1
